customer_id,age,city,area,occupation,income_band,preferred_cuisine,secondary_cuisine,dietary_preference,avg_order_value,orders_per_month,preferred_order_time,weekend_order_share,discount_sensitivity,rating_tendency,new_restaurant_affinity,restaurant_loyalty,healthy_food_affinity,spicy_food_affinity,premium_affinity,customer_segment
C0436,45,Bengaluru,Indiranagar,Consulting,<3L,South Indian,Pizza,Low-Calorie,377.0,6,Dinner,0.4,0.84,0.38,0.53,0.67,0.2,0.56,0.45,Food Explorer
C0437,35,Bengaluru,Indiranagar,Finance,3-6L,Cafe,Burgers,Jain,325.0,3,Breakfast,0.54,0.87,0.37,0.69,0.75,0.15,0.88,0.62,Budget Explorer
C0438,53,Bengaluru,Koramangala,Entrepreneur,3-6L,Cafe,Burgers,High-Protein,466.0,5,Breakfast,0.47,0.34,0.62,0.11,0.87,0.89,0.88,0.31,Health Conscious
C0439,37,Bengaluru,Indiranagar,Consulting,10-20L,South Indian,Healthy,Vegetarian,651.0,4,Dinner,0.62,0.37,0.4,0.72,0.52,0.73,0.89,0.33,Health Conscious
C0440,24,Hyderabad,Banjara Hills,Finance,6-10L,Healthy,Chinese,No Preference,644.0,5,Late Night,0.59,0.59,0.55,0.66,0.72,0.65,0.26,0.43,Food Explorer
C0441,18,Delhi,Saket,Entrepreneur,3-6L,Pizza,Thai,Vegetarian,311.0,5,Breakfast,0.24,0.56,0.93,0.76,0.72,0.82,0.68,0.72,Budget Explorer
C0442,46,Pune,Hinjewadi,Marketing,10-20L,South Indian,Burgers,No Preference,733.0,9,Late Night,0.65,0.79,0.47,0.43,0.29,0.84,0.9,0.8,Food Explorer
C0443,19,Bengaluru,Indiranagar,Student,10-20L,Desserts,Maharashtrian,Vegetarian,771.0,6,Breakfast,0.73,0.31,0.77,0.24,0.45,0.46,0.32,0.13,Food Explorer
C0444,28,Pune,Kothrud,Other,<3L,Cafe,Healthy,No Preference,301.0,10,Dinner,0.65,0.55,0.48,0.26,0.86,0.79,0.33,0.68,Health Conscious
C0445,26,Pune,Viman Nagar,Entrepreneur,10-20L,Maharashtrian,Biryani,Low-Calorie,596.0,3,Evening Snack,0.59,0.3,0.46,0.73,0.17,0.93,0.3,0.43,Health Conscious
C0446,41,Bengaluru,Indiranagar,Other,6-10L,Italian,Chinese,No Preference,574.0,5,Lunch,0.67,0.93,0.59,0.27,0.44,0.46,0.61,0.11,Food Explorer
C0447,21,Kolkata,Salt Lake,Student,3-6L,Biryani,Healthy,High-Protein,352.0,4,Late Night,0.71,0.92,0.71,0.7,0.18,0.32,0.63,0.31,Budget Explorer
C0448,41,Pune,Viman Nagar,Finance,20L+,Healthy,North Indian,Vegetarian,1042.0,4,Evening Snack,0.25,0.54,0.55,0.47,0.22,0.7,0.47,0.27,Food Explorer
C0449,20,Pune,Hinjewadi,Finance,6-10L,Pizza,Thai,High-Protein,426.0,9,Evening Snack,0.69,0.36,0.85,0.84,0.54,0.47,0.24,0.68,Food Explorer
C0450,27,Chennai,T Nagar,Engineering,10-20L,Desserts,Cafe,Vegan,630.0,7,Breakfast,0.26,0.19,0.46,0.48,0.27,0.5,0.2,0.81,Food Explorer
C0451,20,Chennai,T Nagar,Marketing,3-6L,Cafe,Healthy,Vegetarian,346.0,6,Dinner,0.22,0.73,0.44,0.38,0.3,0.34,0.81,0.69,Food Explorer
C0452,54,Bengaluru,Koramangala,Other,3-6L,North Indian,Maharashtrian,Vegan,301.0,3,Lunch,0.4,0.21,0.81,0.64,0.82,0.12,0.68,0.63,Food Explorer
C0453,41,Pune,Viman Nagar,Other,10-20L,Chinese,Thai,No Preference,962.0,4,Breakfast,0.43,0.72,0.64,0.6,0.35,0.66,0.38,0.09,Food Explorer
C0454,38,Hyderabad,Hitech City,Other,<3L,North Indian,Cafe,No Preference,189.0,10,Breakfast,0.6,0.59,0.71,0.17,0.34,0.3,0.76,0.39,Food Explorer
C0455,31,Mumbai,Andheri,Finance,3-6L,Thai,Pizza,Vegetarian,300.0,5,Lunch,0.22,0.54,0.61,0.75,0.38,0.68,0.21,0.62,Food Explorer
C0456,50,Pune,Kothrud,Consulting,6-10L,Thai,Healthy,No Preference,494.0,7,Late Night,0.4,0.76,0.84,0.59,0.48,0.46,0.13,0.34,Food Explorer
C0457,32,Hyderabad,Hitech City,Finance,20L+,Healthy,Cafe,Vegetarian,1120.0,6,Breakfast,0.32,0.5,0.89,0.48,0.26,0.21,0.87,0.77,Food Explorer
C0458,45,Chennai,Anna Nagar,Healthcare,6-10L,Healthy,Chinese,High-Protein,451.0,4,Late Night,0.21,0.49,0.41,0.63,0.58,0.32,0.32,0.12,Food Explorer
C0459,19,Chennai,Anna Nagar,IT/Tech,10-20L,Italian,South Indian,Vegan,790.0,2,Dinner,0.18,0.48,0.77,0.35,0.69,0.74,0.48,0.74,Convenience Seeker
C0460,29,Pune,Hinjewadi,Consulting,3-6L,Cafe,Maharashtrian,No Preference,507.0,4,Breakfast,0.41,0.16,0.59,0.11,0.64,0.49,0.44,0.61,Food Explorer
C0461,37,Chennai,T Nagar,Other,10-20L,Maharashtrian,Burgers,Vegetarian,760.0,8,Dinner,0.63,0.22,0.43,0.25,0.76,0.69,0.26,0.07,Food Explorer
C0462,27,Chennai,T Nagar,Consulting,6-10L,Desserts,Healthy,No Preference,567.0,6,Evening Snack,0.61,0.27,0.6,0.19,0.83,0.73,0.48,0.46,Health Conscious
C0463,46,Mumbai,Andheri,Other,3-6L,Pizza,Desserts,Jain,410.0,9,Dinner,0.18,0.16,0.73,0.67,0.88,0.82,0.73,0.56,Health Conscious
C0464,36,Kolkata,Salt Lake,Student,6-10L,Italian,Maharashtrian,Vegetarian,546.0,5,Late Night,0.71,0.87,0.87,0.29,0.2,0.12,0.59,0.52,Food Explorer
C0465,44,Bengaluru,Koramangala,Marketing,<3L,Maharashtrian,Cafe,No Preference,263.0,4,Dinner,0.16,0.38,0.47,0.38,0.32,0.29,0.87,0.34,Food Explorer
C0466,26,Hyderabad,Hitech City,Healthcare,6-10L,Thai,Italian,Jain,359.0,8,Evening Snack,0.63,0.79,0.86,0.6,0.36,0.74,0.67,0.16,Budget Explorer
C0467,28,Delhi,Dwarka,Other,6-10L,Thai,Healthy,No Preference,517.0,5,Lunch,0.48,0.95,0.57,0.31,0.66,0.25,0.83,0.48,Food Explorer
C0468,39,Mumbai,Bandra,Entrepreneur,<3L,Biryani,Chinese,Vegetarian,355.0,8,Dinner,0.3,0.42,0.56,0.14,0.81,0.33,0.23,0.64,Food Explorer
C0469,24,Chennai,Anna Nagar,Student,10-20L,Italian,Healthy,Low-Calorie,605.0,3,Breakfast,0.73,0.78,0.72,0.79,0.23,0.58,0.53,0.19,Food Explorer
C0470,31,Mumbai,Lower Parel,Government,3-6L,Pizza,Healthy,Vegan,523.0,4,Dinner,0.59,0.23,0.74,0.37,0.25,0.82,0.47,0.4,Health Conscious
C0471,33,Mumbai,Andheri,Marketing,3-6L,Healthy,South Indian,No Preference,390.0,11,Evening Snack,0.58,0.48,0.73,0.3,0.71,0.55,0.77,0.17,Convenience Seeker
C0472,44,Hyderabad,Banjara Hills,Entrepreneur,10-20L,Healthy,Cafe,No Preference,674.0,8,Breakfast,0.42,0.77,0.78,0.51,0.2,0.39,0.44,0.71,Food Explorer
C0473,21,Hyderabad,Banjara Hills,Entrepreneur,10-20L,Desserts,Cafe,No Preference,690.0,2,Late Night,0.18,0.66,0.78,0.63,0.54,0.35,0.44,0.63,Food Explorer
C0474,37,Kolkata,Salt Lake,Government,10-20L,North Indian,Burgers,High-Protein,650.0,7,Late Night,0.7,0.71,0.62,0.26,0.56,0.77,0.65,0.64,Health Conscious
C0475,30,Pune,Viman Nagar,Healthcare,<3L,Healthy,Burgers,No Preference,362.0,6,Lunch,0.46,0.58,0.48,0.51,0.38,0.39,0.64,0.07,Food Explorer
C0476,55,Kolkata,Salt Lake,Healthcare,3-6L,Pizza,Italian,Low-Calorie,513.0,9,Breakfast,0.59,0.82,0.51,0.51,0.24,0.74,0.9,0.43,Health Conscious
C0477,18,Ahmedabad,Navrangpura,Marketing,3-6L,Biryani,Desserts,Vegetarian,450.0,11,Late Night,0.66,0.34,0.53,0.63,0.76,0.59,0.22,0.37,Food Explorer
C0478,24,Bengaluru,Indiranagar,Government,6-10L,Biryani,Thai,Vegetarian,516.0,7,Lunch,0.58,0.81,0.4,0.15,0.82,0.5,0.48,0.36,Food Explorer
C0479,43,Chennai,Anna Nagar,Other,6-10L,Thai,Pizza,Vegetarian,611.0,6,Dinner,0.75,0.7,0.92,0.69,0.46,0.24,0.53,0.46,Food Explorer
C0480,26,Hyderabad,Hitech City,Engineering,10-20L,Chinese,Pizza,Vegetarian,808.0,6,Breakfast,0.6,0.91,0.57,0.86,0.6,0.45,0.2,0.54,Food Explorer
C0481,51,Mumbai,Powai,Finance,<3L,Pizza,Thai,No Preference,352.0,9,Dinner,0.17,0.26,0.82,0.44,0.85,0.36,0.34,0.21,Convenience Seeker
C0482,18,Chennai,T Nagar,IT/Tech,6-10L,Chinese,North Indian,No Preference,633.0,6,Late Night,0.34,0.51,0.55,0.4,0.78,0.81,0.21,0.17,Health Conscious
C0483,46,Hyderabad,Hitech City,Marketing,<3L,Cafe,Burgers,No Preference,293.0,6,Late Night,0.55,0.48,0.49,0.42,0.56,0.91,0.86,0.68,Food Explorer
C0484,28,Mumbai,Bandra,Student,6-10L,Cafe,Pizza,Vegetarian,455.0,8,Breakfast,0.54,0.22,0.92,0.53,0.72,0.91,0.54,0.69,Convenience Seeker
C0485,19,Chennai,Anna Nagar,IT/Tech,6-10L,Healthy,South Indian,Low-Calorie,525.0,6,Evening Snack,0.62,0.35,0.77,0.81,0.48,0.79,0.62,0.39,Health Conscious
C0486,49,Mumbai,Powai,Student,3-6L,South Indian,Italian,No Preference,462.0,7,Late Night,0.34,0.36,0.42,0.18,0.28,0.22,0.32,0.13,Food Explorer
C0487,44,Bengaluru,Whitefield,Finance,<3L,Burgers,South Indian,No Preference,234.0,4,Breakfast,0.33,0.23,0.44,0.81,0.34,0.9,0.86,0.09,Food Explorer
C0488,55,Bengaluru,Indiranagar,Consulting,6-10L,Healthy,Thai,Low-Calorie,430.0,8,Evening Snack,0.19,0.52,0.59,0.49,0.46,0.3,0.85,0.28,Food Explorer
C0489,24,Ahmedabad,Navrangpura,Consulting,10-20L,Desserts,South Indian,No Preference,599.0,5,Dinner,0.42,0.83,0.65,0.73,0.26,0.56,0.24,0.26,Food Explorer
C0490,53,Hyderabad,Banjara Hills,Marketing,<3L,Italian,Desserts,No Preference,224.0,6,Lunch,0.15,0.9,0.64,0.58,0.78,0.42,0.4,0.59,Budget Explorer
C0491,50,Ahmedabad,Navrangpura,Healthcare,<3L,Cafe,Healthy,Vegetarian,297.0,6,Evening Snack,0.2,0.71,0.85,0.68,0.9,0.85,0.28,0.48,Budget Explorer
C0492,39,Pune,Hinjewadi,Healthcare,20L+,Cafe,Italian,No Preference,915.0,5,Evening Snack,0.35,0.52,0.71,0.11,0.67,0.65,0.1,0.46,Food Explorer
C0493,29,Mumbai,Andheri,Entrepreneur,6-10L,Cafe,Italian,Vegan,311.0,5,Late Night,0.2,0.85,0.74,0.53,0.82,0.79,0.48,0.15,Convenience Seeker
C0494,40,Pune,Viman Nagar,Entrepreneur,3-6L,Cafe,North Indian,No Preference,341.0,11,Evening Snack,0.71,0.51,0.48,0.12,0.36,0.88,0.4,0.13,Health Conscious
C0495,32,Bengaluru,Whitefield,Consulting,20L+,Burgers,North Indian,No Preference,1170.0,8,Late Night,0.28,0.31,0.84,0.42,0.8,0.58,0.52,0.52,Convenience Seeker
C0496,54,Ahmedabad,Navrangpura,Finance,<3L,South Indian,Chinese,No Preference,293.0,5,Late Night,0.66,0.85,0.79,0.32,0.79,0.12,0.92,0.63,Convenience Seeker
C0497,53,Bengaluru,Koramangala,Marketing,<3L,Thai,Cafe,Vegetarian,490.0,7,Breakfast,0.66,0.41,0.86,0.43,0.24,0.54,0.52,0.49,Food Explorer
C0498,32,Mumbai,Powai,Student,3-6L,Thai,Maharashtrian,No Preference,543.0,4,Breakfast,0.39,0.42,0.88,0.75,0.89,0.29,0.69,0.86,Food Explorer
C0499,30,Bengaluru,Indiranagar,Finance,3-6L,Chinese,Cafe,Vegetarian,424.0,7,Breakfast,0.44,0.8,0.71,0.6,0.4,0.31,0.19,0.25,Food Explorer
C0500,21,Pune,Hinjewadi,Government,6-10L,Biryani,Chinese,Vegan,457.0,6,Late Night,0.41,0.23,0.62,0.2,0.88,0.88,0.42,0.81,Health Conscious
